zone_id,display_name,state,rtmc,timezone,road,direction,location_description,lane_type,organization,detector_type,latitude,longitude,bearing,default_speed,interval,length
6305,TMS-408-19.4-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-19.4-EB,Unknown,FDOT,Radar,28.5469420,-81.2310610,,70,60,0.5000000
6309,TMS-408-13.7-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-13.7-EB,Unknown,FDOT,Radar,28.5397050,-81.3201570,,70,60,0.5000000
6679,TMS-408-09.6b-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-09.6b-EB,Unknown,FDOT,Radar,28.5350490,-81.3881850,,70,60,0.5000000
6690,TMS-408-20.3-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-20.3-EB,Unknown,FDOT,Radar,28.5479200,-81.2155800,,70,60,0.5000000
6730,TMS-408-10.3a-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-10.3a-EB,Unknown,FDOT,Radar,28.5355950,-81.3786070,,50,60,0.5000000
6732,TMS-408-14.7a-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-14.7a-EB,Unknown,FDOT,Radar,28.5393350,-81.3051300,,50,60,0.5000000
6734,TMS-408-12.5a-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-12.5a-EB,Unknown,FDOT,Radar,28.5381000,-81.3411680,,50,60,0.5000000
6735,TMS-408-01.2-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-01.2-EB,Unknown,FDOT,Radar,28.5483990,-81.5202310,,50,60,0.5000000
6766,TMS-408-09.7-NB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-09.7-NB,Unknown,FDOT,Radar,28.5320510,-81.3878340,,50,60,0.5000000
6788,TMS-408-03.2-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-03.2-EB,Unknown,FDOT,Radar,28.5489850,-81.4878020,,70,60,0.5000000
6881,TMS-408-15.0-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-15.0-EB,Unknown,FDOT,Radar,28.5393010,-81.2995530,,55,60,0.5000000
6957,TMS-408-09.2-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-09.2-EB,Unknown,FDOT,Radar,28.5351050,-81.3953870,,50,60,0.5000000
6970,TMS-408-21.8-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-21.8-EB,Unknown,FDOT,Radar,28.5532280,-81.1913280,,70,60,0.5000000
6985,TMS-408-09.6a-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-09.6a-EB,Unknown,FDOT,Radar,28.5350490,-81.3895080,,50,60,0.5000000
7015,TMS-408-17.3-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-17.3-EB,Unknown,FDOT,Radar,28.5466170,-81.2605670,,70,60,0.5000000
7102,TMS-408-13.6-EB,OOCEA,,America/New_York,SR-408,East,SR-408 EB at MM 13.6,Unknown,FDOT,Radar,28.5395540,-81.3217080,,70,60,
8009,TMS-408-18.8-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-18.8-EB,Unknown,FDOT,Radar,28.5474660,-81.2409580,,70,60,0.5000000
8010,TMS-408-18.8-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-18.8-EB,Unknown,FDOT,Radar,28.5474660,-81.2409580,,50,60,0.5000000
8021,TMS-408-18.4a-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-18.4a-EB,Unknown,FDOT,Radar,28.5471800,-81.2466780,,50,60,0.5000000
8027,TMS-408-18.0-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-18.0-EB,Unknown,FDOT,Radar,28.5473540,-81.2538130,,70,60,0.5000000
8028,TMS-408-18.0-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-18.0-EB,Unknown,FDOT,Radar,28.5473540,-81.2538130,,50,60,0.5000000
8033,TMS-408-17.7-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-17.7-EB,Unknown,FDOT,Radar,28.5472320,-81.2585350,,70,60,0.5000000
8034,TMS-408-17.7-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-17.7-EB,Unknown,FDOT,Radar,28.5472320,-81.2585350,,50,60,0.5000000
8041,TMS-408-20.8-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-20.8-EB,Unknown,FDOT,Radar,28.5488230,-81.2083040,,70,60,0.5000000
8042,TMS-408-20.8-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-20.8-EB,Unknown,FDOT,Radar,28.5488230,-81.2083040,,50,60,0.5000000
8070,TMS-408-20.1-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-20.1-EB,Unknown,FDOT,Radar,28.5474930,-81.2187640,,70,60,0.5000000
8071,TMS-408-20.1-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-20.1-EB,Unknown,FDOT,Radar,28.5474930,-81.2187640,,50,60,0.5000000
8077,TMS-408-19.5-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-19.5-EB,Unknown,FDOT,Radar,28.5469850,-81.2287080,,70,60,0.5000000
8078,TMS-408-19.5-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-19.5-EB,Unknown,FDOT,Radar,28.5469850,-81.2287080,,50,60,0.5000000
8114,TMS-408-01.7-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-01.7-EB,Unknown,FDOT,Radar,28.5449090,-81.5135080,,70,60,0.5000000
8115,TMS-408-01.7-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-01.7-EB,Unknown,FDOT,Radar,28.5449090,-81.5135080,,50,60,0.5000000
8144,TMS-408-03.6-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-03.6-EB,Unknown,FDOT,Radar,28.5487240,-81.4823640,,70,60,0.5000000
8145,TMS-408-03.6-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-03.6-EB,Unknown,FDOT,Radar,28.5487240,-81.4823640,,50,60,0.5000000
8146,TMS-408-04.3-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-04.3-EB,Unknown,FDOT,Radar,28.5487860,-81.4693730,,70,60,0.5000000
8147,TMS-408-04.3-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-04.3-EB,Unknown,FDOT,Radar,28.5487860,-81.4693730,,50,60,0.5000000
8152,TMS-408-02.2-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-02.2-EB,Unknown,FDOT,Radar,28.5460920,-81.5041130,,70,60,0.5000000
8153,TMS-408-02.2-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-02.2-EB,Unknown,FDOT,Radar,28.5460920,-81.5041130,,50,60,0.5000000
8154,TMS-408-02.4-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-02.4-EB,Unknown,FDOT,Radar,28.5469750,-81.5010790,,70,60,0.5000000
8155,TMS-408-02.4-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-02.4-EB,Unknown,FDOT,Radar,28.5469750,-81.5010790,,50,60,0.5000000
8165,TMS-408-06.0-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-06.0-EB,Unknown,FDOT,Radar,28.5479910,-81.4427010,,50,60,0.5000000
8169,TMS-408-08.4-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-08.4-EB,Unknown,FDOT,Radar,28.5377440,-81.4076080,,70,60,0.5000000
8170,TMS-408-08.4-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-08.4-EB,Unknown,FDOT,Radar,28.5377440,-81.4076080,,50,60,0.5000000
8174,TMS-408-22.3-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-22.3-EB,Unknown,FDOT,Radar,28.5603250,-81.1918680,,70,60,0.5000000
8205,TMS-408-05.3-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-05.3-EB,Unknown,FDOT,Radar,28.5481500,-81.4534690,,70,60,0.5000000
8206,TMS-408-05.3-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-05.3-EB,Unknown,FDOT,Radar,28.5481500,-81.4534690,,50,60,0.5000000
8208,TMS-408-04.9-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-04.9-EB,Unknown,FDOT,Radar,28.5504660,-81.4612050,,70,60,0.5000000
8209,TMS-408-04.9-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-04.9-EB,Unknown,FDOT,Radar,28.5504660,-81.4612050,,50,60,0.5000000
8213,TMS-408-08.0-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-08.0-EB,Unknown,FDOT,Radar,28.5404120,-81.4111360,,70,60,0.5000000
8219,TMS-408-07.6-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-07.6-EB,Unknown,FDOT,Radar,28.5443680,-81.4164280,,70,60,0.5000000
8220,TMS-408-07.6-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-07.6-EB,Unknown,FDOT,Radar,28.5443680,-81.4164280,,50,60,0.5000000
8237,TMS-408-07.0-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-07.0-EB,Unknown,FDOT,Radar,28.5456300,-81.4268770,,70,60,0.5000000
8238,TMS-408-07.0-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-07.0-EB,Unknown,FDOT,Radar,28.5456300,-81.4268770,,50,60,0.5000000
8242,TMS-408-08.9-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-08.9-EB,Unknown,FDOT,Radar,28.5350330,-81.3997600,,70,60,0.5000000
8243,TMS-408-08.9-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-08.9-EB,Unknown,FDOT,Radar,28.5350330,-81.3997600,,50,60,0.5000000
8248,TMS-408-09.2-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-09.2-EB,Unknown,FDOT,Radar,28.5351050,-81.3953870,,70,60,0.5000000
8267,TMS-408-09.4-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-09.4-EB,Unknown,FDOT,Radar,28.5349260,-81.3919130,,70,60,0.5000000
8268,TMS-408-09.4-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-09.4-EB,Unknown,FDOT,Radar,28.5349260,-81.3919130,,70,60,0.5000000
8305,TMS-408-10.8-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-10.8-EB,Unknown,FDOT,Radar,28.5369340,-81.3680190,,70,60,0.5000000
8306,TMS-408-10.8-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-10.8-EB,Unknown,FDOT,Radar,28.5369340,-81.3680190,,50,60,0.5000000
8307,TMS-408-10.6-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-10.6-EB,Unknown,FDOT,Radar,28.5368690,-81.3736650,,70,60,0.5000000
8308,TMS-408-10.6-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-10.6-EB,Unknown,FDOT,Radar,28.5368690,-81.3736650,,50,60,0.5000000
8311,TMS-408-11.5-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-11.5-EB,Unknown,FDOT,Radar,28.5380070,-81.3576620,,70,60,0.5000000
8312,TMS-408-11.5-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-11.5-EB,Unknown,FDOT,Radar,28.5380070,-81.3576620,,50,60,0.5000000
8315,TMS-408-11.2-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-11.2-EB,Unknown,FDOT,Radar,28.5376690,-81.3612850,,70,60,0.5000000
8316,TMS-408-11.2-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-11.2-EB,Unknown,FDOT,Radar,28.5376690,-81.3612850,,50,60,0.5000000
8348,TMS-408-13.3-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-13.3-EB,Unknown,FDOT,Radar,28.5386510,-81.3267340,,70,60,0.5000000
8349,TMS-408-13.3-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-13.3-EB,Unknown,FDOT,Radar,28.5386510,-81.3267340,,50,60,0.5000000
8355,TMS-408-12.9-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-12.9-EB,Unknown,FDOT,Radar,28.5380700,-81.3346540,,70,60,0.5000000
8356,TMS-408-12.9-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-12.9-EB,Unknown,FDOT,Radar,28.5380700,-81.3346540,,50,60,0.5000000
8408,TMS-408-15.8-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-15.8-EB,Unknown,FDOT,Radar,28.5402530,-81.2860080,,70,60,0.5000000
8409,TMS-408-15.8-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-15.8-EB,Unknown,FDOT,Radar,28.5402530,-81.2860080,,50,60,0.5000000
8412,TMS-408-16.1-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-16.1-EB,Unknown,FDOT,Radar,28.5442290,-81.2778400,,70,60,0.5000000
8413,TMS-408-16.1-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-16.1-EB,Unknown,FDOT,Radar,28.5442290,-81.2778400,,50,60,0.5000000
8417,TMS-408-17.3-EB-Rmp-417N,OOCEA,,America/New_York,SR-408,East,TMS-408-17.3-EB,Unknown,FDOT,Radar,28.5466170,-81.2605670,,50,60,0.5000000
8418,TMS-408-17.3-EB-Rmp-417S,OOCEA,,America/New_York,SR-408,East,TMS-408-17.3-EB,Unknown,FDOT,Radar,28.5466170,-81.2605670,,50,60,0.5000000
8431,TMS-408-15.7-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-15.7-EB,Unknown,FDOT,Radar,28.5396860,-81.2882280,,70,60,0.5000000
8432,TMS-408-15.7-EB-Rmp,OOCEA,,America/New_York,SR-408,East,TMS-408-15.7-EB,Unknown,FDOT,Radar,28.5396860,-81.2882280,,50,60,0.5000000
11995,TMS-408-03.6-EB,OOCEA,,America/New_York,SR-408,East,TMS-408-03.6-EB,Unknown,FDOT,Radar,28.5487240,-81.4823640,,70,60,0.5000000
5901,TMS-408-16.1-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-16.1-WB,Unknown,FDOT,Radar,28.5442290,-81.2778400,,50,60,0.5000000
5934,TMS-408-06.8-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-06.8-WB,Unknown,FDOT,Radar,28.5464530,-81.4308730,,70,60,0.5000000
5976,TSS-0408W-RosalindAve,OOCEA,,America/New_York,SR-408,West,MVDS-0408-RosalindAve,Unknown,FDOT,Radar,28.5371230,-81.3744660,,55,60,0.5000000
6045,TMS-408-19.7-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-19.7-WB,Unknown,FDOT,Radar,28.5471180,-81.2250590,,70,60,0.5000000
6177,TMS-408-13.0b-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-13.0b-WB,Unknown,FDOT,Radar,28.5386250,-81.3319490,,70,60,0.5000000
6185,TMS-408-12.1-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-12.1-WB,Unknown,FDOT,Radar,28.5385670,-81.3466720,,70,60,0.5000000
6189,TMS-408-01.2-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-01.2-WB,Unknown,FDOT,Radar,28.5483980,-81.5194130,,50,60,0.5000000
6192,TMS-408-14.4a-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-14.4a-WB,Unknown,FDOT,Radar,28.5397040,-81.3095240,,50,60,0.5000000
6226,TMS-408-13.6-WB,OOCEA,,America/New_York,SR-408,West,SR-408 WB at MM 13.6,Unknown,FDOT,Radar,28.5400040,-81.3217080,,70,60,
6229,TMS-408-13.3-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-13.3-WB,Unknown,FDOT,Radar,28.5389240,-81.3268030,,70,60,0.5000000
6230,TMS-408-10.3b-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-10.3b-WB,Unknown,FDOT,Radar,28.5360480,-81.3786070,,70,60,0.5000000
6256,TMS-408-14.4b-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-14.4b-WB,Unknown,FDOT,Radar,28.5397040,-81.3095240,,70,60,0.5000000
6258,TMS-408-17.0-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-17.0-WB,Unknown,FDOT,Radar,28.5469530,-81.2698290,,70,60,0.5000000
6272,TMS-408-17.0-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-17.0-WB,Unknown,FDOT,Radar,28.5469530,-81.2698290,,50,60,0.5000000
6273,TMS-408-01.4-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-01.4-WB,Unknown,FDOT,Radar,28.5434570,-81.5175480,,70,60,0.5000000
6278,TSS-0408E-RosalindAve,OOCEA,,America/New_York,SR-408,West,MVDS-0408-RosalindAve,Unknown,FDOT,Radar,28.5371230,-81.3744660,,55,60,0.5000000
6279,TSS-0408E-SummerlinAve,OOCEA,,America/New_York,SR-408,West,MVDS-0408-SummerlinAve,Unknown,FDOT,Radar,28.5374890,-81.3695390,,55,60,0.5000000
6280,TSS-0408W-SummerlinAve,OOCEA,,America/New_York,SR-408,West,MVDS-0408-SummerlinAve,Unknown,FDOT,Radar,28.5374890,-81.3695390,,55,60,0.5000000
6298,TMS-408-03.2-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-03.2-WB,Unknown,FDOT,Radar,28.5489850,-81.4878020,,70,60,0.5000000
6300,TMS-408-02.7-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-02.7-WB,Unknown,FDOT,Radar,28.5472720,-81.4957280,,70,60,0.5000000
6304,TMS-408-13.6b-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-13.6b-WB,Unknown,FDOT,Radar,28.5395540,-81.3217080,,70,60,0.5000000
6306,TMS-408-19.4-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-19.4-WB,Unknown,FDOT,Radar,28.5469420,-81.2310610,,70,60,0.5000000
6307,TMS-408-13.6a-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-13.6a-WB,Unknown,FDOT,Radar,28.5395540,-81.3217080,,70,60,0.5000000
6308,TMS-408-19.0-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-19.0-WB,Unknown,FDOT,Radar,28.5474760,-81.2373680,,70,60,0.5000000
6440,TMS-408-07.4-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-07.4-WB,Unknown,FDOT,Radar,28.5460610,-81.4204400,,70,60,0.5000000
6489,TMS-408-06.3-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-06.3-WB,Unknown,FDOT,Radar,28.5486020,-81.4365750,,70,60,0.5000000
6731,TMS-408-13.0a-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-13.0a-WB,Unknown,FDOT,Radar,28.5386250,-81.3304990,,50,60,0.5000000
6733,TMS-408-10.3a-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-10.3a-WB,Unknown,FDOT,Radar,28.5365000,-81.3767320,,50,60,0.5000000
6736,TMS-408-09.9-WB-Rmp,OOCEA,,America/New_York,SR-408,West,SR-408 WB at MM 09.9,Unknown,FDOT,Radar,28.5353710,-81.3818160,,50,60,
6737,TMS-408-10.6-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-10.6-WB,Unknown,FDOT,Radar,28.5373300,-81.3736650,,70,60,0.5000000
6765,TMS-408-17.8a-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-17.8a-WB,Unknown,FDOT,Radar,28.5477450,-81.2568600,,50,60,0.5000000
6879,TMS-408-16.5-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-16.5-WB,Unknown,FDOT,Radar,28.5465430,-81.2732070,,70,60,0.5000000
6883,TMS-408-15.2-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-15.2-WB,Unknown,FDOT,Radar,28.5398320,-81.2964170,,70,60,0.5000000
6892,TMS-408-19.7-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-19.7-WB,Unknown,FDOT,Radar,28.5471180,-81.2250590,,50,60,0.5000000
6918,TMS-408-16.1-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-16.1-WB,Unknown,FDOT,Radar,28.5442290,-81.2778400,,70,60,0.5000000
6921,TMS-408-21.8-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-21.8-WB,Unknown,FDOT,Radar,28.5538280,-81.1919280,,70,60,0.5000000
6930,TMS-408-04.6-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-04.6-WB,Unknown,FDOT,Radar,28.5496400,-81.4653140,,70,60,0.5000000
6946,TMS-408-20.7-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-20.7-WB,Unknown,FDOT,Radar,28.5490250,-81.2101040,,70,60,0.5000000
6971,TMS-408-17.8b-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-17.8b-WB,Unknown,FDOT,Radar,28.5477450,-81.2568600,,70,60,0.5000000
6994,TMS-408-05.9-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-05.9-WB,Unknown,FDOT,Radar,28.5486430,-81.4443280,,70,60,0.5000000
8005,TMS-408-18.8-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-18.8-WB,Unknown,FDOT,Radar,28.5474660,-81.2409580,,70,60,0.5000000
8006,TMS-408-18.8-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-18.8-WB,Unknown,FDOT,Radar,28.5474660,-81.2409580,,50,60,0.5000000
8013,TMS-408-18.4-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-18.4-WB,Unknown,FDOT,Radar,28.5471800,-81.2466780,,70,60,0.5000000
8014,TMS-408-18.4-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-18.4-WB,Unknown,FDOT,Radar,28.5471800,-81.2466780,,50,60,0.5000000
8024,TMS-408-18.0-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-18.0-WB,Unknown,FDOT,Radar,28.5476880,-81.2538020,,70,60,0.5000000
8025,TMS-408-18.0-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-18.0-WB,Unknown,FDOT,Radar,28.5476880,-81.2538020,,50,60,0.5000000
8043,TMS-408-20.8-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-20.8-WB,Unknown,FDOT,Radar,28.5491340,-81.2083440,,70,60,0.5000000
8044,TMS-408-20.8-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-20.8-WB,Unknown,FDOT,Radar,28.5491340,-81.2083440,,50,60,0.5000000
8057,TMS-408-19.9-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-19.9-WB,Unknown,FDOT,Radar,28.5476860,-81.2215980,,70,60,0.5000000
8058,TMS-408-19.9-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-19.9-WB,Unknown,FDOT,Radar,28.5476860,-81.2215980,,50,60,0.5000000
8116,TMS-408-01.6-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-01.6-WB,Unknown,FDOT,Radar,28.5445050,-81.5137230,,70,60,0.5000000
8117,TMS-408-01.6-WB-RMP,OOCEA,,America/New_York,SR-408,West,TMS-408-01.6-WB,Unknown,FDOT,Radar,28.5445050,-81.5137230,,50,60,0.5000000
8148,TMS-408-03.6-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-03.6-WB,Unknown,FDOT,Radar,28.5490250,-81.4823630,,70,60,0.5000000
8149,TMS-408-03.6-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-03.6-WB,Unknown,FDOT,Radar,28.5490250,-81.4823630,,50,60,0.5000000
8150,TMS-408-02.0-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-02.0-WB,Unknown,FDOT,Radar,28.5458200,-81.5085470,,70,60,0.5000000
8151,TMS-408-02.0-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-02.0-WB,Unknown,FDOT,Radar,28.5458200,-81.5085470,,50,60,0.5000000
8156,TMS-408-02.4-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-02.4-WB,Unknown,FDOT,Radar,28.5469750,-81.5010790,,70,60,0.5000000
8157,TMS-408-02.4-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-02.4-WB,Unknown,FDOT,Radar,28.5469750,-81.5010790,,50,60,0.5000000
8167,TMS-408-05.9-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-05.9-WB,Unknown,FDOT,Radar,28.5486430,-81.4443280,,50,60,0.5000000
8178,TMS-408-22.3-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-22.3-WB,Unknown,FDOT,Radar,28.5609250,-81.1913680,,70,60,0.5000000
8179,TMS-408-22.3-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-22.3-WB,Unknown,FDOT,Radar,28.5609250,-81.1913680,,50,60,0.5000000
8188,TMS-408-14.2-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-14.2-WB,Unknown,FDOT,Radar,28.5391610,-81.3150340,,70,60,0.5000000
8189,TMS-408-14.2-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-14.2-WB,Unknown,FDOT,Radar,28.5391610,-81.3150340,,50,60,0.5000000
8197,TMS-408-22.7-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-22.7-WB,Unknown,FDOT,Radar,28.5671130,-81.1908910,,70,60,0.5000000
8198,TMS-408-22.7-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-22.7-WB,Unknown,FDOT,Radar,28.5671130,-81.1908910,,50,60,0.5000000
8201,TMS-408-05.3-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-05.3-WB,Unknown,FDOT,Radar,28.5484890,-81.4534690,,70,60,0.5000000
8202,TMS-408-05.3-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-05.3-WB,Unknown,FDOT,Radar,28.5484890,-81.4534690,,50,60,0.5000000
8203,TMS-408-04.9-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-04.9-WB,Unknown,FDOT,Radar,28.5504660,-81.4612050,,70,60,0.5000000
8204,TMS-408-04.9-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-04.9-WB,Unknown,FDOT,Radar,28.5504660,-81.4612050,,50,60,0.5000000
8210,TMS-408-04.3-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-04.3-WB,Unknown,FDOT,Radar,28.5487860,-81.4693730,,70,60,0.5000000
8211,TMS-408-04.3-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-04.3-WB,Unknown,FDOT,Radar,28.5487860,-81.4693730,,50,60,0.5000000
8215,TMS-408-07.6-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-07.6-WB,Unknown,FDOT,Radar,28.5448320,-81.4164280,,70,60,0.5000000
8216,TMS-408-07.6-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-07.6-WB,Unknown,FDOT,Radar,28.5448320,-81.4164280,,50,60,0.5000000
8217,TMS-408-08.1-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-08.1-WB,Unknown,FDOT,Radar,28.5404120,-81.4105080,,70,60,0.5000000
8218,TMS-408-08.1-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-08.1-WB,Unknown,FDOT,Radar,28.5404120,-81.4105080,,50,60,0.5000000
8225,TMS-408-13.6a-WB-Rmp,OOCEA,,America/New_York,SR-408,West,TMS-408-13.6a-WB,Unknown,FDOT,Radar,28.5395540,-81.3217080,,50,60,0.5000000
8239,TMS-408-07.3-WB,OOCEA,,America/New_York,SR-408,West,TMS-408-07.3-WB,Unknown,FDOT,Radar,28.5460980,-81.4222420,,70,60,0.5000000
